"","region","year","month","IBMR","Date","sal_AltStatusQuo_median","sal_base_median","Strata_code","Taxa_code"
"33","Confluence",1995,3,"othcyc",1995-03-01,1.00726209275254,1,7,9
"34","Confluence",1995,3,"other",1995-03-01,2.9206312373378,1,7,10
"35","Confluence",1995,3,"pdiapfor",1995-03-01,0.435944288963409,1,7,12
"36","Confluence",1995,3,"pdiapjuv",1995-03-01,0.435944288963409,1,7,3
"37","Confluence",1995,4,"acartela",1995-04-01,0.195517833014181,1,7,5
"38","Confluence",1995,4,"allcopnaup",1995-04-01,0.909835612460326,1,7,7
"39","Confluence",1995,4,"daphnia",1995-04-01,3.51972767172568,1,7,8
"40","Confluence",1995,4,"eurytem",1995-04-01,0.443392561873727,1,7,11
"41","Confluence",1995,4,"limno",1995-04-01,0.205414496700668,1,7,1
"42","Confluence",1995,4,"othcalad",1995-04-01,0.859013075725062,1,7,4
"43","Confluence",1995,4,"othcaljuv",1995-04-01,0.572382400800411,1,7,2
"44","Confluence",1995,4,"othclad",1995-04-01,3.62896220819022,1,7,6
"45","Confluence",1995,4,"othcyc",1995-04-01,0.978886847207783,1,7,9
"46","Confluence",1995,4,"other",1995-04-01,2.40501141096553,1,7,10
"47","Confluence",1995,4,"pdiapfor",1995-04-01,0.806572969320901,1,7,12
"48","Confluence",1995,4,"pdiapjuv",1995-04-01,0.806572969320901,1,7,3
"49","Confluence",1995,5,"acartela",1995-05-01,1,1,7,5
"50","Confluence",1995,5,"allcopnaup",1995-05-01,1,1,7,7
"51","Confluence",1995,5,"daphnia",1995-05-01,1,1,7,8
"52","Confluence",1995,5,"eurytem",1995-05-01,1,1,7,11
"53","Confluence",1995,5,"limno",1995-05-01,1,1,7,1
"54","Confluence",1995,5,"othcalad",1995-05-01,1,1,7,4
"55","Confluence",1995,5,"othcaljuv",1995-05-01,1,1,7,2
"56","Confluence",1995,5,"othclad",1995-05-01,1,1,7,6
"57","Confluence",1995,5,"othcyc",1995-05-01,1,1,7,9
"58","Confluence",1995,5,"other",1995-05-01,1,1,7,10
"59","Confluence",1995,5,"pdiapfor",1995-05-01,1,1,7,12
"60","Confluence",1995,5,"pdiapjuv",1995-05-01,1,1,7,3
"61","Confluence",1995,6,"acartela",1995-06-01,1,1,7,5
"62","Confluence",1995,6,"allcopnaup",1995-06-01,1,1,7,7
"63","Confluence",1995,6,"daphnia",1995-06-01,1,1,7,8
"64","Confluence",1995,6,"eurytem",1995-06-01,1,1,7,11
"65","Confluence",1995,6,"limno",1995-06-01,1,1,7,1
"66","Confluence",1995,6,"othcalad",1995-06-01,1,1,7,4
"67","Confluence",1995,6,"othcaljuv",1995-06-01,1,1,7,2
"68","Confluence",1995,6,"othclad",1995-06-01,1,1,7,6
"69","Confluence",1995,6,"othcyc",1995-06-01,1,1,7,9
"70","Confluence",1995,6,"other",1995-06-01,1,1,7,10
"71","Confluence",1995,6,"pdiapfor",1995-06-01,1,1,7,12
"72","Confluence",1995,6,"pdiapjuv",1995-06-01,1,1,7,3
"73","Confluence",1995,7,"acartela",1995-07-01,2.08415014505915,1,7,5
"74","Confluence",1995,7,"allcopnaup",1995-07-01,0.867312348785138,1,7,7
"75","Confluence",1995,7,"daphnia",1995-07-01,0.717280619481138,1,7,8
"76","Confluence",1995,7,"eurytem",1995-07-01,0.660318802498999,1,7,11
"77","Confluence",1995,7,"limno",1995-07-01,2.58963604660319,1,7,1
"78","Confluence",1995,7,"othcalad",1995-07-01,0.769534678138008,1,7,4
"79","Confluence",1995,7,"othcaljuv",1995-07-01,0.780353884404749,1,7,2
"80","Confluence",1995,7,"othclad",1995-07-01,0.649407271751107,1,7,6
"81","Confluence",1995,7,"othcyc",1995-07-01,1.10698592762627,1,7,9
"82","Confluence",1995,7,"other",1995-07-01,0.792841432567842,1,7,10
"83","Confluence",1995,7,"pdiapfor",1995-07-01,0.851857063590636,1,7,12
"84","Confluence",1995,7,"pdiapjuv",1995-07-01,0.851857063590636,1,7,3
"85","Confluence",1995,8,"acartela",1995-08-01,2.82633133527572,1,7,5
"86","Confluence",1995,8,"allcopnaup",1995-08-01,0.634127974362005,1,7,7
"87","Confluence",1995,8,"daphnia",1995-08-01,0,1,7,8
"88","Confluence",1995,8,"eurytem",1995-08-01,4.92777629540572,1,7,11
"89","Confluence",1995,8,"limno",1995-08-01,7.71616913719872,1,7,1
"90","Confluence",1995,8,"othcalad",1995-08-01,0.216688445122191,1,7,4
"91","Confluence",1995,8,"othcaljuv",1995-08-01,0.452026455421287,1,7,2
"92","Confluence",1995,8,"othclad",1995-08-01,0.367293635955341,1,7,6
"93","Confluence",1995,8,"othcyc",1995-08-01,1.43378852931313,1,7,9
"94","Confluence",1995,8,"other",1995-08-01,0.991577789715217,1,7,10
"95","Confluence",1995,8,"pdiapfor",1995-08-01,0.666046870515107,1,7,12
"96","Confluence",1995,8,"pdiapjuv",1995-08-01,0.666046870515107,1,7,3
"97","Confluence",1995,9,"acartela",1995-09-01,0.746864581001423,1,7,5
"98","Confluence",1995,9,"allcopnaup",1995-09-01,4.51308205195809,1,7,7
"99","Confluence",1995,9,"daphnia",1995-09-01,0,1,7,8
"100","Confluence",1995,9,"eurytem",1995-09-01,8.38130339961316,1,7,11
"101","Confluence",1995,9,"limno",1995-09-01,0.527104253962949,1,7,1
"102","Confluence",1995,9,"othcalad",1995-09-01,0,1,7,4
"103","Confluence",1995,9,"othcaljuv",1995-09-01,3.48387498431806,1,7,2
"104","Confluence",1995,9,"othclad",1995-09-01,4.2552386744759,1,7,6
"105","Confluence",1995,9,"othcyc",1995-09-01,0.346435156167512,1,7,9
"106","Confluence",1995,9,"other",1995-09-01,0.412046980293245,1,7,10
"107","Confluence",1995,9,"pdiapfor",1995-09-01,1.50337939794699,1,7,12
"108","Confluence",1995,9,"pdiapjuv",1995-09-01,1.50337939794699,1,7,3
"109","Confluence",1995,10,"acartela",1995-10-01,1.60860660116553,1,7,5
"110","Confluence",1995,10,"allcopnaup",1995-10-01,0.488954540058128,1,7,7
"111","Confluence",1995,10,"daphnia",1995-10-01,0.750595569663241,1,7,8
"112","Confluence",1995,10,"eurytem",1995-10-01,2.41109853337347,1,7,11
"113","Confluence",1995,10,"limno",1995-10-01,3.27317197730431,1,7,1
"114","Confluence",1995,10,"othcalad",1995-10-01,0,1,7,4
"115","Confluence",1995,10,"othcaljuv",1995-10-01,0.424687624606629,1,7,2
"116","Confluence",1995,10,"othclad",1995-10-01,0.293859832058601,1,7,6
"117","Confluence",1995,10,"othcyc",1995-10-01,1.92139455289936,1,7,9
"118","Confluence",1995,10,"other",1995-10-01,1.20118270964552,1,7,10
"119","Confluence",1995,10,"pdiapfor",1995-10-01,1.12333669480365,1,7,12
"120","Confluence",1995,10,"pdiapjuv",1995-10-01,1.12333669480365,1,7,3
"121","Confluence",1995,11,"acartela",1995-11-01,1.40534009209955,1,7,5
"122","Confluence",1995,11,"allcopnaup",1995-11-01,0.379276752948827,1,7,7
"123","Confluence",1995,11,"daphnia",1995-11-01,0.122369078927784,1,7,8
"124","Confluence",1995,11,"eurytem",1995-11-01,2.1146438721675,1,7,11
"125","Confluence",1995,11,"limno",1995-11-01,1.92203244652121,1,7,1
"126","Confluence",1995,11,"othcalad",1995-11-01,109.222464664079,1,7,4
"127","Confluence",1995,11,"othcaljuv",1995-11-01,0.470778852534664,1,7,2
"128","Confluence",1995,11,"othclad",1995-11-01,0.094912012735955,1,7,6
"129","Confluence",1995,11,"othcyc",1995-11-01,1.07010257532371,1,7,9
"130","Confluence",1995,11,"other",1995-11-01,0.909223351850327,1,7,10
"131","Confluence",1995,11,"pdiapfor",1995-11-01,0.300219966151043,1,7,12
"132","Confluence",1995,11,"pdiapjuv",1995-11-01,0.300219966151043,1,7,3
"133","Confluence",1995,12,"acartela",1995-12-01,0.800853106441768,1,7,5
"134","Confluence",1995,12,"allcopnaup",1995-12-01,1.01622709276934,1,7,7
"135","Confluence",1995,12,"daphnia",1995-12-01,1.21763693223099,1,7,8
"136","Confluence",1995,12,"eurytem",1995-12-01,0.829959882440499,1,7,11
"137","Confluence",1995,12,"limno",1995-12-01,0.77916860543351,1,7,1
"138","Confluence",1995,12,"othcalad",1995-12-01,1.18741835369415,1,7,4
"139","Confluence",1995,12,"othcaljuv",1995-12-01,0.988241672072321,1,7,2
"140","Confluence",1995,12,"othclad",1995-12-01,1.20381543304224,1,7,6
"141","Confluence",1995,12,"othcyc",1995-12-01,0.975430882833458,1,7,9
"142","Confluence",1995,12,"other",1995-12-01,1.14971583355403,1,7,10
"143","Confluence",1995,12,"pdiapfor",1995-12-01,0.874620548630242,1,7,12
"144","Confluence",1995,12,"pdiapjuv",1995-12-01,0.874620548630242,1,7,3
"145","Confluence",1996,1,"acartela",1996-01-01,1,1,7,5
"146","Confluence",1996,1,"allcopnaup",1996-01-01,1,1,7,7
"147","Confluence",1996,1,"daphnia",1996-01-01,1,1,7,8
"148","Confluence",1996,1,"eurytem",1996-01-01,1,1,7,11
"149","Confluence",1996,1,"limno",1996-01-01,1,1,7,1
"150","Confluence",1996,1,"othcalad",1996-01-01,1,1,7,4
"151","Confluence",1996,1,"othcaljuv",1996-01-01,1,1,7,2
"152","Confluence",1996,1,"othclad",1996-01-01,1,1,7,6
"153","Confluence",1996,1,"othcyc",1996-01-01,1,1,7,9
"154","Confluence",1996,1,"other",1996-01-01,1,1,7,10
"155","Confluence",1996,1,"pdiapfor",1996-01-01,1,1,7,12
"156","Confluence",1996,1,"pdiapjuv",1996-01-01,1,1,7,3
"157","Confluence",1996,2,"acartela",1996-02-01,1,1,7,5
"158","Confluence",1996,2,"allcopnaup",1996-02-01,1,1,7,7
"159","Confluence",1996,2,"daphnia",1996-02-01,1,1,7,8
"160","Confluence",1996,2,"eurytem",1996-02-01,1,1,7,11
"161","Confluence",1996,2,"limno",1996-02-01,1,1,7,1
"162","Confluence",1996,2,"othcalad",1996-02-01,1,1,7,4
"163","Confluence",1996,2,"othcaljuv",1996-02-01,1,1,7,2
"164","Confluence",1996,2,"othclad",1996-02-01,1,1,7,6
"165","Confluence",1996,2,"othcyc",1996-02-01,1,1,7,9
"166","Confluence",1996,2,"other",1996-02-01,1,1,7,10
"167","Confluence",1996,2,"pdiapfor",1996-02-01,1,1,7,12
"168","Confluence",1996,2,"pdiapjuv",1996-02-01,1,1,7,3
"169","Confluence",1996,3,"acartela",1996-03-01,1,1,7,5
"170","Confluence",1996,3,"allcopnaup",1996-03-01,1,1,7,7
"171","Confluence",1996,3,"daphnia",1996-03-01,1,1,7,8
"172","Confluence",1996,3,"eurytem",1996-03-01,1,1,7,11
"173","Confluence",1996,3,"limno",1996-03-01,1,1,7,1
"174","Confluence",1996,3,"othcalad",1996-03-01,1,1,7,4
"175","Confluence",1996,3,"othcaljuv",1996-03-01,1,1,7,2
"176","Confluence",1996,3,"othclad",1996-03-01,1,1,7,6
"177","Confluence",1996,3,"othcyc",1996-03-01,1,1,7,9
"178","Confluence",1996,3,"other",1996-03-01,1,1,7,10
"179","Confluence",1996,3,"pdiapfor",1996-03-01,1,1,7,12
"180","Confluence",1996,3,"pdiapjuv",1996-03-01,1,1,7,3
"181","Confluence",1996,4,"acartela",1996-04-01,1,1,7,5
"182","Confluence",1996,4,"allcopnaup",1996-04-01,1,1,7,7
"183","Confluence",1996,4,"daphnia",1996-04-01,1,1,7,8
"184","Confluence",1996,4,"eurytem",1996-04-01,1,1,7,11
"185","Confluence",1996,4,"limno",1996-04-01,1,1,7,1
"186","Confluence",1996,4,"othcalad",1996-04-01,1,1,7,4
"187","Confluence",1996,4,"othcaljuv",1996-04-01,1,1,7,2
"188","Confluence",1996,4,"othclad",1996-04-01,1,1,7,6
"189","Confluence",1996,4,"othcyc",1996-04-01,1,1,7,9
"190","Confluence",1996,4,"other",1996-04-01,1,1,7,10
"191","Confluence",1996,4,"pdiapfor",1996-04-01,1,1,7,12
"192","Confluence",1996,4,"pdiapjuv",1996-04-01,1,1,7,3
"193","Confluence",1996,5,"acartela",1996-05-01,1,1,7,5
"194","Confluence",1996,5,"allcopnaup",1996-05-01,1,1,7,7
"195","Confluence",1996,5,"daphnia",1996-05-01,1,1,7,8
"196","Confluence",1996,5,"eurytem",1996-05-01,1,1,7,11
"197","Confluence",1996,5,"limno",1996-05-01,1,1,7,1
"198","Confluence",1996,5,"othcalad",1996-05-01,1,1,7,4
"199","Confluence",1996,5,"othcaljuv",1996-05-01,1,1,7,2
"200","Confluence",1996,5,"othclad",1996-05-01,1,1,7,6
"201","Confluence",1996,5,"othcyc",1996-05-01,1,1,7,9
"202","Confluence",1996,5,"other",1996-05-01,1,1,7,10
"203","Confluence",1996,5,"pdiapfor",1996-05-01,1,1,7,12
"204","Confluence",1996,5,"pdiapjuv",1996-05-01,1,1,7,3
"205","Confluence",1996,6,"acartela",1996-06-01,5.78079672669697,1,7,5
"206","Confluence",1996,6,"allcopnaup",1996-06-01,0.828199329187897,1,7,7
"207","Confluence",1996,6,"daphnia",1996-06-01,0.407525013089327,1,7,8
"208","Confluence",1996,6,"eurytem",1996-06-01,0.457167321218078,1,7,11
"209","Confluence",1996,6,"limno",1996-06-01,5.54994870817327,1,7,1
"210","Confluence",1996,6,"othcalad",1996-06-01,0.943644747945985,1,7,4
"211","Confluence",1996,6,"othcaljuv",1996-06-01,0.782388679572457,1,7,2
"212","Confluence",1996,6,"othclad",1996-06-01,0.377847243422285,1,7,6
"213","Confluence",1996,6,"othcyc",1996-06-01,1.15136924920288,1,7,9
"214","Confluence",1996,6,"other",1996-06-01,0.507623262049559,1,7,10
"215","Confluence",1996,6,"pdiapfor",1996-06-01,0.800253435189692,1,7,12
"216","Confluence",1996,6,"pdiapjuv",1996-06-01,0.800253435189692,1,7,3
"217","Confluence",1996,7,"acartela",1996-07-01,3.45731102681781,1,7,5
"218","Confluence",1996,7,"allcopnaup",1996-07-01,0.282977494239013,1,7,7
"219","Confluence",1996,7,"daphnia",1996-07-01,0.442757244148314,1,7,8
"220","Confluence",1996,7,"eurytem",1996-07-01,0.0960123013164915,1,7,11
"221","Confluence",1996,7,"limno",1996-07-01,4.72148685528003,1,7,1
"222","Confluence",1996,7,"othcalad",1996-07-01,0.11551640151056,1,7,4
"223","Confluence",1996,7,"othcaljuv",1996-07-01,0.147319088739123,1,7,2
"224","Confluence",1996,7,"othclad",1996-07-01,0.198450875324774,1,7,6
"225","Confluence",1996,7,"othcyc",1996-07-01,2.24520868491736,1,7,9
"226","Confluence",1996,7,"other",1996-07-01,2.82454832132885,1,7,10
"227","Confluence",1996,7,"pdiapfor",1996-07-01,0.346615083460331,1,7,12
"228","Confluence",1996,7,"pdiapjuv",1996-07-01,0.346615083460331,1,7,3
"229","Confluence",1996,8,"acartela",1996-08-01,1.09541709349796,1,7,5
"230","Confluence",1996,8,"allcopnaup",1996-08-01,0.263111525204563,1,7,7
"231","Confluence",1996,8,"daphnia",1996-08-01,0.437215411189978,1,7,8
"232","Confluence",1996,8,"eurytem",1996-08-01,0.00530942370268408,1,7,11
"233","Confluence",1996,8,"limno",1996-08-01,1.62499660021127,1,7,1
"234","Confluence",1996,8,"othcalad",1996-08-01,0.512190340433721,1,7,4
"235","Confluence",1996,8,"othcaljuv",1996-08-01,0.197026087069975,1,7,2
"236","Confluence",1996,8,"othclad",1996-08-01,0.315767200773272,1,7,6
"237","Confluence",1996,8,"othcyc",1996-08-01,2.5880455614404,1,7,9
"238","Confluence",1996,8,"other",1996-08-01,4.01708418558621,1,7,10
"239","Confluence",1996,8,"pdiapfor",1996-08-01,0.438646976084016,1,7,12
"240","Confluence",1996,8,"pdiapjuv",1996-08-01,0.438646976084016,1,7,3
"241","Confluence",1996,9,"acartela",1996-09-01,1.0832193349979,1,7,5
"242","Confluence",1996,9,"allcopnaup",1996-09-01,0.467684584799017,1,7,7
"243","Confluence",1996,9,"daphnia",1996-09-01,0.431673578231642,1,7,8
"244","Confluence",1996,9,"eurytem",1996-09-01,0.532763995549072,1,7,11
"245","Confluence",1996,9,"limno",1996-09-01,1.53707051380818,1,7,1
"246","Confluence",1996,9,"othcalad",1996-09-01,0,1,7,4
"247","Confluence",1996,9,"othcaljuv",1996-09-01,0.372554568560409,1,7,2
"248","Confluence",1996,9,"othclad",1996-09-01,0.432193190158469,1,7,6
"249","Confluence",1996,9,"othcyc",1996-09-01,1.93098425300647,1,7,9
"250","Confluence",1996,9,"other",1996-09-01,1.92095562571214,1,7,10
"251","Confluence",1996,9,"pdiapfor",1996-09-01,0.788013636623975,1,7,12
"252","Confluence",1996,9,"pdiapjuv",1996-09-01,0.788013636623975,1,7,3
"253","Confluence",1996,10,"acartela",1996-10-01,0.713243637898275,1,7,5
"254","Confluence",1996,10,"allcopnaup",1996-10-01,2.23611068554425,1,7,7
"255","Confluence",1996,10,"daphnia",1996-10-01,0.426131745273306,1,7,8
"256","Confluence",1996,10,"eurytem",1996-10-01,1.43496879875202,1,7,11
"257","Confluence",1996,10,"limno",1996-10-01,0.640570376367611,1,7,1
"258","Confluence",1996,10,"othcalad",1996-10-01,0,1,7,4
"259","Confluence",1996,10,"othcaljuv",1996-10-01,2.12569442048631,1,7,2
"260","Confluence",1996,10,"othclad",1996-10-01,3.24352973369167,1,7,6
"261","Confluence",1996,10,"othcyc",1996-10-01,0.610425391651641,1,7,9
"262","Confluence",1996,10,"other",1996-10-01,0.883898645927656,1,7,10
"263","Confluence",1996,10,"pdiapfor",1996-10-01,1.21080186775157,1,7,12
"264","Confluence",1996,10,"pdiapjuv",1996-10-01,1.21080186775157,1,7,3
"265","Confluence",1996,11,"acartela",1996-11-01,0.821591781052071,1,7,5
"266","Confluence",1996,11,"allcopnaup",1996-11-01,1.4882783504865,1,7,7
"267","Confluence",1996,11,"daphnia",1996-11-01,2.76779617769739,1,7,8
"268","Confluence",1996,11,"eurytem",1996-11-01,0.717456840272808,1,7,11
"269","Confluence",1996,11,"limno",1996-11-01,0.728397843992482,1,7,1
"270","Confluence",1996,11,"othcalad",1996-11-01,0.137473006671638,1,7,4
"271","Confluence",1996,11,"othcaljuv",1996-11-01,1.44917549928031,1,7,2
"272","Confluence",1996,11,"othclad",1996-11-01,2.62722753332079,1,7,6
"273","Confluence",1996,11,"othcyc",1996-11-01,0.903700346565812,1,7,9
"274","Confluence",1996,11,"other",1996-11-01,1.1790801283358,1,7,10
"275","Confluence",1996,11,"pdiapfor",1996-11-01,1.22317311080669,1,7,12
"276","Confluence",1996,11,"pdiapjuv",1996-11-01,1.22317311080669,1,7,3
"277","Confluence",1996,12,"acartela",1996-12-01,1,1,7,5
"278","Confluence",1996,12,"allcopnaup",1996-12-01,1,1,7,7
"279","Confluence",1996,12,"daphnia",1996-12-01,1,1,7,8
"280","Confluence",1996,12,"eurytem",1996-12-01,1,1,7,11
"281","Confluence",1996,12,"limno",1996-12-01,1,1,7,1
"282","Confluence",1996,12,"othcalad",1996-12-01,1,1,7,4
"283","Confluence",1996,12,"othcaljuv",1996-12-01,1,1,7,2
"284","Confluence",1996,12,"othclad",1996-12-01,1,1,7,6
"285","Confluence",1996,12,"othcyc",1996-12-01,1,1,7,9
"286","Confluence",1996,12,"other",1996-12-01,1,1,7,10
"287","Confluence",1996,12,"pdiapfor",1996-12-01,1,1,7,12
"288","Confluence",1996,12,"pdiapjuv",1996-12-01,1,1,7,3
"289","Confluence",1997,1,"acartela",1997-01-01,1,1,7,5
"290","Confluence",1997,1,"allcopnaup",1997-01-01,1,1,7,7
"291","Confluence",1997,1,"daphnia",1997-01-01,1,1,7,8
"292","Confluence",1997,1,"eurytem",1997-01-01,1,1,7,11
"293","Confluence",1997,1,"limno",1997-01-01,1,1,7,1
"294","Confluence",1997,1,"othcalad",1997-01-01,1,1,7,4
"295","Confluence",1997,1,"othcaljuv",1997-01-01,1,1,7,2
"296","Confluence",1997,1,"othclad",1997-01-01,1,1,7,6
"297","Confluence",1997,1,"othcyc",1997-01-01,1,1,7,9
"298","Confluence",1997,1,"other",1997-01-01,1,1,7,10
"299","Confluence",1997,1,"pdiapfor",1997-01-01,1,1,7,12
"300","Confluence",1997,1,"pdiapjuv",1997-01-01,1,1,7,3
"301","Confluence",1997,2,"acartela",1997-02-01,1,1,7,5
"302","Confluence",1997,2,"allcopnaup",1997-02-01,1,1,7,7
"303","Confluence",1997,2,"daphnia",1997-02-01,1,1,7,8
"304","Confluence",1997,2,"eurytem",1997-02-01,1,1,7,11
"305","Confluence",1997,2,"limno",1997-02-01,1,1,7,1
"306","Confluence",1997,2,"othcalad",1997-02-01,1,1,7,4
"307","Confluence",1997,2,"othcaljuv",1997-02-01,1,1,7,2
"308","Confluence",1997,2,"othclad",1997-02-01,1,1,7,6
"309","Confluence",1997,2,"othcyc",1997-02-01,1,1,7,9
"310","Confluence",1997,2,"other",1997-02-01,1,1,7,10
"311","Confluence",1997,2,"pdiapfor",1997-02-01,1,1,7,12
"312","Confluence",1997,2,"pdiapjuv",1997-02-01,1,1,7,3
"313","Confluence",1997,3,"acartela",1997-03-01,3.13652846072771,1,7,5
"314","Confluence",1997,3,"allcopnaup",1997-03-01,1.08745130309004,1,7,7
"315","Confluence",1997,3,"daphnia",1997-03-01,0.545871999044558,1,7,8
"316","Confluence",1997,3,"eurytem",1997-03-01,1.87210636290811,1,7,11
"317","Confluence",1997,3,"limno",1997-03-01,2.424378407142,1,7,1
"318","Confluence",1997,3,"othcalad",1997-03-01,1.11740049623917,1,7,4
"319","Confluence",1997,3,"othcaljuv",1997-03-01,1.44960271054266,1,7,2
"320","Confluence",1997,3,"othclad",1997-03-01,0.536514515784249,1,7,6
"321","Confluence",1997,3,"othcyc",1997-03-01,0.993438600864538,1,7,9
"322","Confluence",1997,3,"other",1997-03-01,0.689395071808282,1,7,10
"323","Confluence",1997,3,"pdiapfor",1997-03-01,1.26368460969524,1,7,12
"324","Confluence",1997,3,"pdiapjuv",1997-03-01,1.26368460969524,1,7,3
"325","Confluence",1997,4,"acartela",1997-04-01,2.69319411961505,1,7,5
"326","Confluence",1997,4,"allcopnaup",1997-04-01,1.07034082503717,1,7,7
"327","Confluence",1997,4,"daphnia",1997-04-01,0.393767620519942,1,7,8
"328","Confluence",1997,4,"eurytem",1997-04-01,1.74548421122568,1,7,11
"329","Confluence",1997,4,"limno",1997-04-01,3.02737216783256,1,7,1
"330","Confluence",1997,4,"othcalad",1997-04-01,0.975288734337893,1,7,4
"331","Confluence",1997,4,"othcaljuv",1997-04-01,1.49305479223402,1,7,2
"332","Confluence",1997,4,"othclad",1997-04-01,0.381096668734485,1,7,6
"333","Confluence",1997,4,"othcyc",1997-04-01,1.03368180548815,1,7,9
"334","Confluence",1997,4,"other",1997-04-01,0.653777379790496,1,7,10
"335","Confluence",1997,4,"pdiapfor",1997-04-01,1.20429671972052,1,7,12
"336","Confluence",1997,4,"pdiapjuv",1997-04-01,1.20429671972052,1,7,3
"337","Confluence",1997,5,"acartela",1997-05-01,8.72934232718985,1,7,5
"338","Confluence",1997,5,"allcopnaup",1997-05-01,0.777966682956623,1,7,7
"339","Confluence",1997,5,"daphnia",1997-05-01,0.196246253554922,1,7,8
"340","Confluence",1997,5,"eurytem",1997-05-01,0.899233989198339,1,7,11
"341","Confluence",1997,5,"limno",1997-05-01,9.5409589407043,1,7,1
"342","Confluence",1997,5,"othcalad",1997-05-01,0.431733459785743,1,7,4
"343","Confluence",1997,5,"othcaljuv",1997-05-01,0.89784540978009,1,7,2
"344","Confluence",1997,5,"othclad",1997-05-01,0.165272352927468,1,7,6
"345","Confluence",1997,5,"othcyc",1997-05-01,1.30729978453536,1,7,9
"346","Confluence",1997,5,"other",1997-05-01,0.894799823921682,1,7,10
"347","Confluence",1997,5,"pdiapfor",1997-05-01,0.907624167172146,1,7,12
"348","Confluence",1997,5,"pdiapjuv",1997-05-01,0.907624167172146,1,7,3
"349","Confluence",1997,6,"acartela",1997-06-01,1,1,7,5
"350","Confluence",1997,6,"allcopnaup",1997-06-01,1,1,7,7
"351","Confluence",1997,6,"daphnia",1997-06-01,1,1,7,8
"352","Confluence",1997,6,"eurytem",1997-06-01,1,1,7,11
"353","Confluence",1997,6,"limno",1997-06-01,1,1,7,1
"354","Confluence",1997,6,"othcalad",1997-06-01,1,1,7,4
"355","Confluence",1997,6,"othcaljuv",1997-06-01,1,1,7,2
"356","Confluence",1997,6,"othclad",1997-06-01,1,1,7,6
"357","Confluence",1997,6,"othcyc",1997-06-01,1,1,7,9
"358","Confluence",1997,6,"other",1997-06-01,1,1,7,10
"359","Confluence",1997,6,"pdiapfor",1997-06-01,1,1,7,12
"360","Confluence",1997,6,"pdiapjuv",1997-06-01,1,1,7,3
"361","Confluence",1997,7,"acartela",1997-07-01,0.9648818741921,1,7,5
"362","Confluence",1997,7,"allcopnaup",1997-07-01,0.77261732057438,1,7,7
"363","Confluence",1997,7,"daphnia",1997-07-01,1.03624291585907,1,7,8
"364","Confluence",1997,7,"eurytem",1997-07-01,1.05940841658739,1,7,11
"365","Confluence",1997,7,"limno",1997-07-01,1.0502980789125,1,7,1
"366","Confluence",1997,7,"othcalad",1997-07-01,0.702165527952034,1,7,4
